Date,IBM,AAPL,GOOG,MSFT,INTC,FB,AMZN,C
3/10/2014,186.389999,530.919975,1211.572035,37.82,24.84,72.029999,370.529999,49.57
3/11/2014,186.759995,536.089973,1199.99203,38.02,24.73,70.099998,368.820007,48.43
3/12/2014,186.220001,536.609985,1207.302054,38.27,24.76,70.879997,370.640015,47.98
3/13/2014,183.899994,530.650009,1189.062036,37.889999,24.57,68.830002,371.51001,47.330002
3/14/2014,182.210007,524.68998,1172.80207,37.700001,24.5,67.720001,373.73999,46.880001
3/17/2014,185.809998,526.740013,1192.102079,38.049999,24.700001,68.739998,375.040009,47.73
3/18/2014,186.809998,531.399986,1211.262039,39.549999,24.82,69.190002,378.769989,48.139999
3/19/2014,184.710007,531.26001,1199.252083,39.27,25.02,68.239998,373.230011,48.939999
3/20/2014,187.899994,528.700005,1197.161999,40.330002,25.43,66.970001,368.970001,50.220001
3/21/2014,186.669998,532.86998,1183.041986,40.16,25.17,67.239998,360.619995,50.080002
3/24/2014,188.25,539.190018,1157.931941,40.5,25.120001,64.099998,351.850006,50.049999
3/25/2014,195.039993,544.98999,1158.722002,40.34,25.459999,64.889999,354.709991,50.299999
3/26/2014,192.619995,539.779991,1131.971918,39.790001,25.379999,60.389999,343.410004,50.16
3/27/2014,189.830002,537.459991,558.462551,39.360001,25.309999,60.970001,338.470001,47.450001
3/28/2014,190.449997,536.859978,559.992565,40.299999,25.620001,60.009998,338.290009,47.25
3/31/2014,192.490005,536.739975,556.972503,40.990002,25.809999,60.240002,336.369995,47.599998
4/1/2014,194.5,541.649994,567.162558,41.419998,25.99,62.619999,342.98999,47.799999
4/2/2014,193.550003,542.549988,567.002574,41.349998,25.889999,62.720001,341.959991,48.240002
4/3/2014,192.690002,538.790009,569.742571,41.009998,26.41,59.490002,333.619995,47.68
4/4/2014,191.770004,531.820023,543.14246,39.869999,26.16,56.75,323,47.110001
4/7/2014,194.520004,523.469978,538.152456,39.799999,26.49,56.950001,317.76001,46.549999
4/8/2014,193.289993,523.440018,554.902495,39.82,26.91,58.189999,327.070007,46.599998
4/9/2014,196.639999,530.320015,564.142557,40.470001,26.98,62.41,331.809998,47.16
4/10/2014,195.679993,523.480019,540.952433,39.360001,26.43,59.16,317.109985,46.23
4/11/2014,195.190002,519.610023,530.602392,39.209999,26.18,58.529999,311.730011,45.68
4/14/2014,197.770004,521.679977,532.522392,39.18,26.559999,58.889999,315.910004,47.669998
4/15/2014,197.020004,517.959999,536.442444,39.75,26.77,59.09,316.079987,48.310001
4/16/2014,196.399994,519.01001,556.54249,40.400002,26.93,59.720001,323.679993,48.18
4/17/2014,190.009995,524.940025,536.1024,40.009998,27.040001,58.939999,324.910004,48.220001
4/21/2014,192.270004,531.170021,528.622414,39.939999,26.950001,61.240002,330.869995,47.84
4/22/2014,192.149994,531.70002,534.812425,39.990002,26.84,63.029999,329.320007,48.02
4/23/2014,191.729996,524.750008,526.942391,39.689999,26.75,61.360001,324.579987,48.400002
4/24/2014,190.220001,567.770004,525.162363,39.860001,26.75,60.869999,337.149994,48.330002
4/25/2014,189.630005,571.93998,516.182352,39.91,26.26,57.709999,303.829987,47.75
4/28/2014,193.139999,594.090019,517.152359,40.869999,26.33,56.139999,296.579987,47.299999
4/29/2014,195.110001,592.329979,527.70241,40.509998,26.48,58.150002,300.380005,48.16
4/30/2014,196.470001,590.089981,526.662388,40.400002,26.690001,59.779999,304.130005,47.91
5/1/2014,193.529999,591.480026,531.352435,40,26.450001,61.150002,307.890015,47.759998
5/2/2014,191.440002,592.580025,527.932411,39.689999,26.41,60.459999,308.01001,47.73
5/5/2014,191.259995,600.959976,527.812392,39.43,26.17,61.220001,310.049988,47.18
5/6/2014,190.029999,594.410027,515.14233,39.060001,26.200001,58.529999,297.380005,46.360001
5/7/2014,189.300003,592.329979,509.962321,39.419998,26.370001,57.389999,292.709991,46.700001
5/8/2014,188.910004,587.990013,511.002313,39.639999,26.34,56.759998,288.320007,47.139999
5/9/2014,190.080002,585.540024,518.732375,39.540001,26.299999,57.240002,292.23999,46.990002
5/12/2014,192.570007,592.830017,529.922427,39.970001,26.370001,59.830002,302.859985,47.27
5/13/2014,192.190002,593.760025,533.092437,40.419998,26.450001,59.830002,304.640015,47.419998
5/14/2014,188.720001,593.869987,526.652412,40.240002,26.33,59.23,297.619995,47.119999
5/15/2014,186.460007,588.819992,519.982324,39.599998,26.01,57.919998,295.190002,46.52
5/16/2014,187.059998,597.510017,520.632362,39.830002,25.82,58.02,297.700012,46.439999
5/19/2014,187,604.590019,528.862391,39.75,26.040001,59.209999,296.76001,46.77
5/20/2014,184.889999,604.710022,529.772418,39.68,26.040001,58.560001,301.190002,46.549999
5/21/2014,186.389999,606.310005,538.942465,40.349998,26.200001,60.490002,305.01001,46.849998
5/22/2014,185.679993,607.269974,545.062459,40.099998,26.15,60.52,304.910004,47.139999
5/23/2014,185.940002,614.129997,552.702492,40.119999,26.290001,61.349998,312.23999,47.290001
5/27/2014,184.779999,625.63002,565.952575,40.189999,26.709999,63.48,310.820007,47.57
5/28/2014,183.080002,624.01001,561.682564,40.009998,26.879999,63.509998,310.160004,47.32
5/29/2014,183.759995,635.37999,560.082534,40.34,26.959999,63.830002,313.779999,47.279999
5/30/2014,184.360001,633.000015,559.892559,40.939999,27.32,63.299999,312.549988,47.57
6/2/2014,185.690002,628.650009,553.932488,40.790001,27.26,63.080002,308.839996,47.759998
6/3/2014,184.369995,637.539986,544.94244,40.290001,27.66,62.869999,307.190002,48.189999
6/4/2014,184.509995,644.819992,544.662436,40.32,27.6,63.34,306.779999,47.880001
6/5/2014,185.979996,647.349983,553.902499,41.209999,27.66,63.189999,323.570007,48.630001
6/6/2014,186.369995,645.570023,556.332503,41.48,28.17,62.5,329.670013,48.93
6/9/2014,186.220001,93.699997,562.122552,41.27,27.91,62.880001,327.5,49.580002
6/10/2014,184.289993,94.25,560.552511,41.110001,28.24,65.769997,332.410004,49.330002
6/11/2014,182.25,93.860001,558.842499,40.860001,27.93,65.779999,335.200012,48.810001
6/12/2014,181.220001,92.290001,551.352476,40.580002,27.959999,64.290001,325.910004,48.27
6/13/2014,182.559998,91.279999,551.762475,41.23,29.870001,64.5,326.269989,47.59
6/16/2014,182.350006,92.199997,544.282488,41.5,30.01,64.190002,327.619995,47.639999
6/17/2014,182.259995,92.080002,543.012465,41.68,29.950001,64.400002,325.619995,47.790001
6/18/2014,183.600006,92.18,553.372481,41.650002,29.93,65.599998,334.380005,47.93
6/19/2014,182.820007,91.860001,554.902495,41.509998,30.09,64.339996,327,47.560001
6/20/2014,181.550003,90.910004,556.362492,41.68,30.200001,64.5,324.200012,47.34
6/23/2014,182.139999,90.830002,564.952579,41.990002,30.23,65.370003,327.23999,48.060001
6/24/2014,180.880005,90.279999,564.622572,41.75,30.5,65.720001,324.160004,47.810001
6/25/2014,180.720001,90.360001,578.652627,42.029999,30.879999,67.440002,327.440002,47.82
6/26/2014,180.369995,90.900002,576.002598,41.720001,30.780001,67.129997,325.690002,47.23
6/27/2014,181.710007,91.980003,577.242632,42.25,30.93,67.599998,324.570007,47.139999
6/30/2014,181.270004,92.93,575.282606,41.700001,30.9,67.290001,324.779999,47.099998
7/1/2014,186.350006,93.519997,582.672624,41.869999,30.98,68.059998,332.390015,47.459999
7/2/2014,188.389999,93.480003,582.33766,41.900002,30.98,66.449997,332.850006,48.009998
7/3/2014,188.529999,94.029999,584.732656,41.799999,31.139999,66.290001,337.48999,48.240002
7/7/2014,188.039993,95.970001,582.252649,41.990002,31.030001,65.290001,333.549988,47.98
7/8/2014,187.220001,95.349998,571.092587,41.779999,30.790001,62.759998,323.809998,47.419998
7/9/2014,188.419998,95.389999,576.08259,41.669998,30.889999,64.970001,329.970001,47.380001
7/10/2014,187.699997,95.040001,571.102563,41.689999,31.26,64.870003,327.920013,46.900002
7/11/2014,188,95.220001,579.182645,42.09,31.25,66.339996,346.200012,47
7/14/2014,189.860001,96.449997,584.872627,42.139999,31.49,67.900002,355.320007,48.419998
7/15/2014,188.490005,95.32,584.782659,42.450001,31.709999,67.169998,354.440002,49.290001
7/16/2014,192.360001,94.779999,582.662648,44.080002,34.650002,67.660004,355.899994,49.82
7/17/2014,192.490005,93.089996,573.732579,44.529999,33.700001,66.410004,352.450012,49.18
7/18/2014,192.5,94.43,595.082696,44.689999,33.700001,68.419998,358.660004,49.560001
7/21/2014,190.850006,93.940002,589.472645,44.84,34.060001,69.400002,359.76001,49.349998
7/22/2014,194.089996,94.720001,594.742713,44.830002,34.790001,69.269997,360.839996,49.599998
7/23/2014,193.630005,97.190002,595.982686,44.869999,34.5,71.290001,358.140015,50.18
7/24/2014,195.240005,97.029999,593.352671,44.400002,34.25,74.980003,358.609985,50.09
7/25/2014,194.399994,97.669998,589.022681,44.5,34.25,75.190002,324.01001,50.029999
7/28/2014,195.779999,99.019997,590.602697,43.970001,34.23,74.919998,320.410004,49.700001
7/29/2014,194.570007,98.379997,585.612633,43.889999,34.189999,73.709999,320,49.419998
7/30/2014,194,98.150002,587.42265,43.580002,34.349998,74.68,322.51001,50
7/31/2014,191.669998,95.599998,571.602592,43.16,33.889999,72.650002,312.98999,48.91
8/1/2014,189.149994,96.129997,566.072533,42.860001,33.740002,72.360001,307.059998,48.099998
8/4/2014,189.639999,95.589996,573.152619,43.369999,34.049999,73.510002,313.649994,48.34
8/5/2014,187.100006,95.120003,565.072537,43.080002,32.82,72.690002,312.320007,47.889999
8/6/2014,185.970001,94.959999,566.376589,42.740002,32.849998,72.470001,313.890015,48.139999
8/7/2014,184.300003,94.480003,563.362525,43.23,32.68,73.169998,311.450012,48.060001
8/8/2014,186.630005,94.739998,568.772565,43.200001,32.599998,73.059998,316.799988,48.450001
8/11/2014,187.470001,95.989998,567.882551,43.200001,33.02,73.440002,318.329987,48.389999
8/12/2014,187.339996,95.970001,562.732562,43.52,33.130001,72.830002,319.320007,48.439999
8/13/2014,187.949997,97.239998,574.782577,44.080002,34.099998,73.769997,326.279999,48.75
8/14/2014,187.880005,97.5,574.652582,44.27,33.939999,74.300003,333.209991,49.130001
8/15/2014,187.380005,97.980003,573.482626,44.790001,34.169998,73.629997,333.630005,48.720001
8/18/2014,189.360001,99.160004,582.162619,45.110001,34.41,74.589996,334.529999,49.509998
8/19/2014,190.070007,100.529999,586.862643,45.330002,34.34,75.290001,335.130005,49.700001
8/20/2014,190.100006,100.57,584.492618,44.950001,34.5,74.809998,335.779999,49.799999
8/21/2014,191.229996,100.580002,583.372664,45.220001,35.150002,74.57,332.910004,51.07
8/22/2014,190.410004,101.32,582.562642,45.150002,34.939999,74.57,331.589996,50.93
8/25/2014,191.160004,101.540001,580.202654,45.169998,34.810001,75.019997,334.019989,51.630001
8/26/2014,192.990005,100.889999,577.862619,45.009998,34.799999,75.959999,341.829987,52.130001
8/27/2014,192.25,102.129997,571.002557,44.869999,34.790001,74.629997,343.179993,51.860001
8/28/2014,192,102.25,569.202577,44.880001,34.650002,73.860001,340.019989,51.389999
8/29/2014,192.300003,102.5,571.602592,45.43,34.919998,74.82,339.040009,51.650002
9/2/2014,191.559998,103.300003,577.332601,45.09,34.57,76.68,342.380005,51.959999
9/3/2014,191.949997,98.940002,577.942611,44.959999,34.57,75.830002,339,52.23
9/4/2014,190.679993,98.120003,581.982621,45.259998,34.91,75.949997,345.950012,52.470001
9/5/2014,191.199997,98.970001,586.082672,45.91,35,77.260002,346.380005,52.299999
9/8/2014,190.139999,98.360001,589.722659,46.470001,35.330002,77.889999,342.339996,52.049999
9/9/2014,189.990005,97.989998,581.012615,46.759998,34.91,76.669998,329.75,51.259998
9/10/2014,191.539993,101,583.102636,46.84,35.02,77.43,331.329987,51.830002
9/11/2014,191.720001,101.43,581.352659,47,35.02,77.919998,330.519989,52.23
9/12/2014,191.279999,101.660004,575.622589,46.700001,34.619999,77.480003,331.190002,52.380001
9/15/2014,191.809998,101.629997,573.102616,46.240002,34.540001,74.580002,323.890015,52.310001
9/16/2014,192.960007,100.860001,579.95264,46.759998,34.93,76.080002,327.76001,52.360001
9/17/2014,192.800003,101.580002,584.772622,46.52,34.98,76.43,324,52.389999
9/18/2014,193.75,101.790001,589.272695,46.68,35.169998,77,325,53.66
9/19/2014,194,100.959999,596.082692,47.52,34.82,77.910004,331.320007,53.48
9/22/2014,193.110001,101.059998,587.372648,47.060001,34.709999,76.800003,324.5,53.040001
9/23/2014,191.619995,102.639999,581.132634,46.560001,34.419998,78.290001,323.630005,52.84
9/24/2014,192.309998,101.75,587.992634,47.080002,34.75,78.540001,328.209991,53.259998
9/25/2014,189.009995,97.870003,575.062581,46.040001,34.139999,77.220001,321.929993,51.959999
9/26/2014,190.059998,100.75,577.1026,46.41,34.259998,78.790001,323.209991,52.490002
9/29/2014,189.639999,100.110001,576.362594,46.439999,34.900002,79,321.820007,52.049999
9/30/2014,189.830002,100.75,577.36259,46.360001,34.82,79.040001,322.440002,51.82
10/1/2014,187.169998,99.18,568.272597,45.900002,33.990002,76.550003,317.459991,51.099998
10/2/2014,186.910004,99.900002,570.082554,45.759998,33.52,77.080002,318.410004,51.25
10/3/2014,188.669998,99.620003,575.282606,46.09,34.029999,77.440002,322.73999,52.32
10/6/2014,189.039993,99.620003,577.352614,46.09,34.110001,77.559998,322.200012,52.279999
10/7/2014,185.710007,98.75,563.742534,45.529999,33.470001,76.290001,316.980011,51.27
10/8/2014,189.360001,100.800003,572.502582,46.779999,34.27,77.519997,322.700012,52.540001
10/9/2014,186.419998,101.019997,560.882518,45.849998,33.619999,75.910004,315.369995,51.139999
10/10/2014,185.929993,100.730003,544.492476,44.029999,31.91,72.910004,311.390015,50.110001
10/13/2014,183.520004,99.809998,533.212394,43.650002,31.469999,72.989998,306.450012,49.900002
10/14/2014,183.800003,98.75,537.942408,43.73,32.139999,73.589996,308.309998,51.470001
10/15/2014,181.75,97.540001,530.032409,43.220001,31.280001,73.209999,305.970001,49.68
10/16/2014,179.839996,96.260002,524.512387,42.740002,30.85,72.629997,302.859985,49.75
10/17/2014,182.050003,97.669998,511.172305,43.630001,31.379999,75.949997,303.640015,50.07
10/20/2014,169.100006,99.760002,520.842349,44.080002,31.58,76.949997,306.209991,50.529999
10/21/2014,163.229996,102.470001,526.542369,44.880001,32.610001,78.690002,315.329987,51.27
10/22/2014,161.789993,102.989998,532.712427,44.380001,32.27,78.370003,312.970001,50.700001
10/23/2014,162.179993,104.830002,543.982471,45.02,32.689999,80.040001,313.179993,51.41
10/24/2014,162.080002,105.220001,539.782415,46.130001,33.18,80.669998,287.059998,51.799999
10/27/2014,161.869995,105.110001,540.772435,45.91,33.200001,80.279999,289.970001,51.59
10/28/2014,163.600006,106.739998,548.902458,46.490002,33.740002,80.769997,295.589996,52.439999
10/29/2014,163.460007,107.339996,549.33247,46.619999,33.919998,75.860001,294.119995,52.650002
10/30/2014,164.350006,106.980003,550.312514,46.049999,32.580002,74.110001,299.070007,53.150002
10/31/2014,164.399994,108,559.082538,46.950001,34.009998,74.989998,305.459991,53.529999
11/3/2014,164.360001,109.400002,555.222525,47.439999,34.310001,73.879997,305.720001,53.470001
11/4/2014,162.649994,108.599998,554.112486,47.57,34.540001,75.760002,302.809998,53.189999
11/5/2014,161.820007,108.860001,545.922484,47.860001,33.759998,74.830002,296.519989,54.02
11/6/2014,161.460007,108.699997,542.042458,48.700001,33.82,75.260002,296.640015,53.990002
11/7/2014,162.070007,109.010002,541.012473,48.68,33.580002,75.599998,299.859985,53.75
11/10/2014,163.490005,108.830002,547.492463,48.889999,33.259998,75,305.109985,53.889999
11/11/2014,163.300003,109.699997,550.292501,48.869999,33.310001,74.610001,312.01001,53.810001
11/12/2014,161.919998,111.25,547.312465,48.779999,33.380001,74.720001,311.51001,53.419998
11/13/2014,162.789993,112.82,545.38249,49.610001,33.68,74.25,316.480011,53.439999
11/14/2014,164.160004,114.18,544.402446,49.580002,33.950001,74.879997,327.820007,53.380001
11/17/2014,164.160004,113.989998,536.512399,49.459999,34.240002,74.239998,323.049988,53.57
11/18/2014,161.889999,115.470001,535.032449,48.740002,34.709999,74.339996,324.929993,53.810001
11/19/2014,161.429993,114.669998,536.992415,48.220001,34.349998,73.330002,326.540009,53.66
11/20/2014,160.639999,116.309998,534.832438,48.700001,35.950001,73.599998,330.540009,53.52
11/21/2014,160.919998,116.470001,537.502419,47.98,35.59,73.75,332.630005,53.66
11/24/2014,162.149994,118.629997,539.272471,47.59,36.25,74.010002,335.640015,54.400002
11/25/2014,161.759995,117.599998,541.082428,47.470001,36.32,75.629997,335.040009,54.330002
11/26/2014,161.949997,119,540.372473,47.75,36.900002,77.620003,333.570007,54.130001
11/28/2014,162.169998,118.93,541.832471,47.810001,37.25,77.699997,338.640015,53.970001
12/1/2014,161.539993,115.07,533.802391,48.619999,37.169998,75.099998,326,53.349998
12/2/2014,162.669998,114.629997,533.752389,48.459999,37.599998,75.459999,326.309998,54.360001
12/3/2014,164.520004,115.93,531.322384,48.080002,37.43,74.879997,316.5,55.209999
12/4/2014,164.050003,115.489998,537.312445,48.84,37.459999,75.239998,316.929993,55.18
12/5/2014,163.270004,115,525.262369,48.419998,37.669998,76.360001,312.630005,56.080002
12/8/2014,161.860001,112.400002,526.982357,47.700001,37.200001,76.519997,306.640015,56.369999
12/9/2014,162.990005,114.120003,533.37244,47.59,36.889999,76.839996,312.5,55.849998
12/10/2014,160.509995,111.949997,526.062353,46.900002,36.419998,76.18,305.839996,54.470001
12/11/2014,161.070007,111.620003,528.34241,47.169998,36.700001,77.730003,307.359985,54.509998
12/12/2014,155.380005,109.730003,518.662359,46.950001,36.23,77.830002,307.320007,53.400002
12/15/2014,153.059998,108.230003,513.802351,46.669998,35.919998,76.989998,306.070007,52.790001
12/16/2014,151.410004,106.75,495.392242,45.16,35.560001,74.690002,295.059998,51.169998
12/17/2014,151.929993,109.410004,504.892295,45.740002,36.240002,76.110001,298.880005,52.450001
12/18/2014,157.679993,112.650002,511.102319,47.52,37.02,78.400002,297.730011,54.099998
12/19/2014,158.509995,111.779999,516.352313,47.66,36.369999,79.879997,299.899994,54.009998
12/22/2014,161.440002,112.940002,524.872383,47.98,37.209999,81.449997,306.540009,53.959999
12/23/2014,162.240005,112.540001,530.592416,48.450001,37.43,80.610001,306.290009,54.419998
12/24/2014,161.820007,112.010002,528.772422,48.139999,37.439999,80.769997,303.029999,54.540001
12/26/2014,162.339996,113.989998,534.032392,47.880001,37.549999,80.779999,309.089996,54.43
12/29/2014,160.509995,113.910004,530.332426,47.450001,37.18,80.019997,312.040009,54.73
12/30/2014,160.050003,112.519997,530.422394,47.02,36.759998,79.220001,310.299988,54.84
12/31/2014,160.440002,110.379997,526.402397,46.450001,36.290001,78.019997,310.350006,54.110001
1/2/2015,162.059998,109.330002,524.812404,46.759998,36.360001,78.449997,308.519989,54.259998
1/5/2015,159.509995,106.25,513.872306,46.330002,35.950001,77.190002,302.190002,52.549999
1/6/2015,156.070007,106.260002,501.962262,45.650002,35.279999,76.150002,295.290009,50.700001
1/7/2015,155.050003,107.75,501.102268,46.23,36.02,76.150002,298.420013,51.169998
1/8/2015,158.419998,111.889999,502.682285,47.59,36.689999,78.18,300.459991,51.939999
1/9/2015,159.110001,112.010002,496.172244,47.189999,36.759998,77.739998,296.929993,50.779999
1/12/2015,156.440002,109.25,492.552239,46.599998,36.599998,76.720001,291.410004,50.380001
1/13/2015,156.809998,110.220001,496.182251,46.360001,36.5,76.449997,294.73999,50.02
1/14/2015,155.800003,109.800003,500.872267,45.959999,36.349998,76.279999,293.269989,49.049999
1/15/2015,154.570007,106.82,501.792271,45.48,36.189999,74.050003,286.950012,47.23
1/16/2015,157.139999,105.989998,508.082288,46.240002,36.450001,75.18,290.73999,47.610001
1/20/2015,156.949997,108.720001,506.902294,46.389999,36.09,76.239998,289.440002,47.259998
1/21/2015,152.089996,109.550003,518.042373,45.919998,36.48,76.739998,297.25,47.740002
1/22/2015,155.389999,112.400002,534.392388,47.130001,36.91,77.650002,310.320007,49.57
1/23/2015,155.869995,112.980003,539.952437,47.18,36.450001,77.830002,312.390015,48.619999
1/26/2015,156.360001,113.099998,535.212448,47.009998,35.810001,77.5,309.660004,48.889999
1/27/2015,153.669998,109.139999,518.63237,42.66,34.189999,75.779999,306.75,48.310001
1/28/2015,151.550003,115.309998,510.002318,41.189999,33.779999,76.239998,303.910004,47.110001
1/29/2015,155.479996,118.900002,510.6623,42.009998,34.209999,78,311.779999,47.619999
1/30/2015,153.309998,117.160004,534.522445,40.400002,33.040001,75.910004,354.529999,46.950001
2/2/2015,154.660004,118.629997,528.482381,41.279999,33.650002,74.989998,364.470001,47.720001
2/3/2015,158.470001,118.650002,529.2424,41.599998,33.700001,75.400002,363.549988,48.880001
2/4/2015,156.960007,119.559998,522.762349,41.84,33.599998,75.629997,364.75,48.400002
2/5/2015,157.910004,119.940002,527.582391,42.450001,33.939999,75.610001,373.890015,48.540001
2/6/2015,156.720001,118.93,531.002415,42.41,33.299999,74.470001,374.279999,49.139999
2/9/2015,155.75,119.720001,527.832406,42.360001,32.93,74.440002,370.559998,49.209999
2/10/2015,158.559998,122.019997,536.942412,42.599998,33.700001,75.190002,373,49.389999
2/11/2015,158.199997,124.879997,535.972405,42.380001,33.549999,76.510002,375.140015,49.68
2/12/2015,158.520004,126.459999,542.932472,43.09,34.130001,76.230003,377.170013,50.889999
2/13/2015,160.399994,127.080002,549.012501,43.869999,34.360001,75.739998,381.829987,51.200001
2/17/2015,160.960007,127.830002,542.842443,43.580002,34.740002,75.599998,375.429993,51.689999
2/18/2015,162.190002,128.720001,539.702422,43.529999,34.27,76.709999,373.369995,51.419998
2/19/2015,163.889999,128.449997,542.872432,43.5,34.209999,79.419998,379,51.119999
2/20/2015,163.649994,129.5,538.952441,43.860001,34.41,79.900002,383.660004,51.779999
2/23/2015,162.910004,133,531.912381,44.150002,33.759998,78.839996,380.140015,51.32
2/24/2015,164.830002,132.169998,536.092424,44.09,34.41,78.449997,378.589996,51.900002
2/25/2015,162.809998,128.789993,543.872489,43.990002,33.950001,79.559998,385.369995,52.09
2/26/2015,160.869995,130.419998,555.482516,44.060001,33.650002,80.410004,384.799988,52.41
2/27/2015,161.940002,128.460007,558.402511,43.849998,33.25,78.970001,380.160004,52.419998
3/2/2015,160.479996,129.089996,571.342601,43.880001,34.060001,79.75,385.660004,53.490002
3/3/2015,161.029999,129.360001,573.64261,43.279999,34.099998,79.599998,384.609985,53.73
3/4/2015,159.419998,128.539993,573.372583,43.060001,34.119999,80.900002,382.720001,53.669998
3/5/2015,161.179993,126.410004,575.332609,43.110001,33.73,81.209999,387.829987,53.560001
3/6/2015,158.5,126.599998,567.687558,42.360001,33.189999,80.010002,380.089996,53.060001
3/9/2015,160.770004,127.139999,568.852557,42.849998,32.720001,79.440002,378.559998,52.950001
3/10/2015,157.809998,124.510002,555.012538,42.029999,31.700001,77.550003,369.51001,51.23
3/11/2015,156.800003,122.239998,551.182515,41.98,32.330002,77.57,366.369995,52.330002
3/12/2015,157.979996,124.449997,555.512505,41.02,30.799999,78.93,374.23999,54.080002
3/13/2015,154.279999,123.589996,547.322503,41.380001,30.93,78.050003,370.579987,53.540001
3/16/2015,157.080002,124.949997,554.512509,41.560001,30.83,78.07,373.350006,53.689999
3/17/2015,156.960007,127.040001,550.842471,41.700001,30.59,79.360001,371.920013,53.84
3/18/2015,159.809998,128.470001,559.502513,42.5,30.889999,80.910004,375.140015,53.720001
3/19/2015,159.809998,127.5,557.992512,42.290001,30.74,82.75,373.23999,52.380001
3/20/2015,162.880005,125.900002,560.362537,42.880001,31.309999,83.800003,378.48999,52.98
3/23/2015,164.630005,127.209999,558.81251,42.860001,31.200001,84.43,375.109985,52.48
3/24/2015,163,126.690002,570.192597,42.900002,30.790001,85.309998,374.089996,51.939999
3/25/2015,159.199997,123.379997,558.787539,41.459999,29.889999,82.919998,370.959991,51.380001
3/26/2015,160.589996,124.239998,555.172522,41.209999,30.08,83.010002,367.350006,51.189999
3/27/2015,160.399994,123.25,548.342512,40.970001,32,83.300003,370.559998,51
3/30/2015,162.669998,126.370003,552.032502,40.959999,31.459999,83.199997,374.589996,51.639999
3/31/2015,160.5,124.43,548.002468,40.66,31.27,82.220001,372.100006,51.52
4/1/2015,159.179993,124.25,542.562439,40.720001,30.809999,81.669998,370.26001,51.619999
4/2/2015,160.449997,125.32,535.532417,40.290001,30.809999,81.559998,372.25,51.860001
4/6/2015,162.039993,127.349998,536.767432,41.549999,31.040001,82.440002,377.040009,51.619999
4/7/2015,162.070007,126.010002,537.022404,41.529999,31.26,82.32,374.410004,51.52
4/8/2015,161.850006,125.599998,541.612446,41.419998,31.309999,82.279999,381.200012,51.889999
4/9/2015,162.339996,126.559998,540.782472,41.48,31.24,82.169998,383.540009,52.130001
4/10/2015,162.860001,127.099998,540.012416,41.720001,31.93,82.040001,382.649994,52.43
4/13/2015,162.380005,126.849998,539.172466,41.759998,31.73,83.010002,382.359985,52.66
4/14/2015,162.300003,126.300003,530.392405,41.650002,31.49,83.519997,385.109985,52.73
4/15/2015,164.130005,126.779999,532.532429,42.259998,32.830002,82.709999,383.450012,53.209999
4/16/2015,163.130005,126.169998,533.802391,42.16,32.869999,82.309998,386.040009,54.02
4/17/2015,160.669998,124.75,524.052386,41.619999,32.470001,80.779999,375.559998,53.07
4/20/2015,166.160004,127.599998,535.382408,42.91,32.73,83.089996,389.51001,53.200001
4/21/2015,164.259995,126.910004,533.972413,42.639999,32.43,83.620003,391.179993,52.48
4/22/2015,165.360001,128.619995,539.367458,42.990002,32.700001,84.629997,389.799988,53.099998
4/23/2015,170.240005,129.669998,547.002472,43.34,32.349998,82.410004,389.98999,53.220001
4/24/2015,169.779999,130.279999,565.062561,47.869999,32.080002,81.529999,445.100006,52.900002
4/27/2015,170.729996,132.649994,555.369995,48.029999,32.5,81.910004,438.559998,52.799999
4/28/2015,173.919998,130.559998,553.679993,49.16,33.02,80.68,429.309998,53.02
4/29/2015,174.399994,128.639999,549.080017,49.060001,32.889999,80.470001,429.369995,53.759998
4/30/2015,171.289993,125.150002,537.340027,48.639999,32.549999,78.769997,421.779999,53.32
5/1/2015,173.669998,128.949997,537.900024,48.66,33.419998,78.989998,422.869995,53.759998
5/4/2015,173.970001,128.699997,540.780029,48.240002,33.43,78.809998,423.040009,54.169998
5/5/2015,173.080002,125.800003,530.799988,47.599998,32.639999,77.559998,421.190002,53.349998
5/6/2015,170.050003,125.010002,524.219971,46.279999,32.220001,78.099998,419.100006,52.82
5/7/2015,170.990005,125.260002,530.700012,46.700001,32.240002,78.43,426.880005,53.310001
5/8/2015,172.679993,127.620003,538.219971,47.75,32.799999,78.510002,433.690002,54.02
5/11/2015,171.119995,126.32,535.700012,47.369999,32.689999,78.010002,432.850006,53.970001
5/12/2015,170.550003,125.870003,529.039978,47.349998,32.25,77.459999,431.019989,53.740002
5/13/2015,172.279999,126.010002,529.619995,47.630001,32.639999,78.440002,426.869995,54.200001
5/14/2015,174.050003,128.949997,538.400024,48.720001,32.970001,81.370003,432.279999,54.599998
5/15/2015,173.259995,128.770004,533.849976,48.299999,32.990002,80.419998,426,54.240002
5/18/2015,173.059998,130.190002,532.299988,48.009998,33.41,80.879997,425.23999,54.669998
5/19/2015,173.479996,130.070007,537.359985,47.580002,33.150002,80.629997,421.709991,55.330002
5/20/2015,173.759995,130.059998,539.27002,47.580002,33.369999,80.550003,423.859985,54.889999
5/21/2015,173.339996,131.389999,542.51001,47.419998,33.549999,80.480003,431.630005,54.84
5/22/2015,172.220001,132.539993,540.109985,46.900002,33.450001,80.540001,427.630005,54.970001
5/26/2015,170.130005,129.619995,532.320007,46.59,33.099998,79.330002,425.470001,54.240002
5/27/2015,172,132.039993,539.789978,47.610001,33.709999,80.550003,431.420013,54.869999
