date,perP,perN,app,anp,sentiment
2015-06-28,0.3979591836734694,0.6020408163265306,-41.016775234279926,-26.919278234385583,0
2015-06-29,0.4225352112676056,0.5774647887323944,-48.82768855797849,-35.230603467714786,0
2015-06-30,0.38235294117647056,0.6176470588235294,-44.56398164943735,-27.00950146775539,0
2015-07-01,0.40425531914893614,0.5957446808510638,-42.052088305213275,-28.124440481225925,0
2015-07-02,0.34782608695652173,0.6521739130434783,-54.676369221989624,-28.693539737300725,0
2015-07-03,0.5625,0.4375,-31.22573096657016,-40.80957654258861,1
2015-07-04,0.47368421052631576,0.5263157894736842,-36.44126166956175,-32.77537655635108,0
2015-07-05,0.4883720930232558,0.5116279069767442,-38.39875059733129,-36.86112035702699,0
2015-07-06,0.38636363636363635,0.6136363636363636,-48.44421843693363,-30.224368073196896,0
2015-07-07,0.4507042253521127,0.5492957746478874,-38.0810259232758,-31.64678923794245,0
2015-07-08,0.4264705882352941,0.5735294117647058,-43.2374750199379,-31.58445226879606,0
2015-07-09,0.5625,0.4375,-27.531360685864545,-35.54496091900176,1
2015-07-10,0.5645161290322581,0.43548387096774194,-27.19056956942991,-37.24926342455521,1
2015-07-11,0.6260162601626016,0.37398373983739835,-30.193723857330344,-52.631109559527005,1
2015-07-12,0.573170731707317,0.4268292682926829,-36.000612494907266,-48.74820665787399,1
2015-07-13,0.47692307692307695,0.5230769230769231,-37.11530414086438,-33.89413582400783,0
2015-07-14,0.5875,0.4125,-31.397582681570306,-44.93996506386093,1
2015-07-15,0.4305555555555556,0.5694444444444444,-48.627113026366274,-36.424672364369,0
2015-07-16,0.4878048780487805,0.5121951219512195,-40.8209521354455,-38.369917608611004,0
2015-07-17,0.36,0.64,-60.51142035138434,-33.38128051193889,0
2015-07-18,0.6350710900473934,0.36492890995260663,-48.76268504616583,-86.84880196569823,1
2015-07-19,0.4657534246575342,0.5342465753424658,-43.80792925549616,-38.05836705441098,0
2015-07-20,0.5535714285714286,0.44642857142857145,-33.410814743828794,-41.37949414903441,1
2015-07-21,0.4492753623188406,0.5507246376811594,-45.100859344726715,-36.77867979737584,0
2015-07-22,0.5617977528089888,0.43820224719101125,-29.42367663271878,-37.874951785002295,1
2015-07-23,0.32,0.68,-59.249476606381585,-27.15143083045518,0
2015-07-24,0.4,0.6,-51.45482469217103,-33.86331956534572,0
2015-07-25,0.42105263157894735,0.5789473684210527,-51.60133666351994,-37.03411018443691,0
2015-07-26,0.4444444444444444,0.5555555555555556,-41.885221279492875,-33.53318547788668,0
2015-07-27,0.4838709677419355,0.5161290322580645,-42.370250289959735,-39.676136536748835,0
2015-07-28,0.4444444444444444,0.5555555555555556,-42.874486873124155,-33.92792746353703,0
2015-07-29,0.45454545454545453,0.5454545454545454,-50.9614114511438,-42.3273346453598,0
2015-07-30,0.5392156862745098,0.46078431372549017,-42.86125060491218,-50.47139536643438,1
2015-07-31,0.4594594594594595,0.5405405405405406,-45.52611083369763,-38.87902024913751,0
2015-08-01,0.48,0.52,-36.80208058416207,-34.29955065461126,0
2015-08-02,0.4423076923076923,0.5576923076923077,-37.315360777211296,-29.429695889585705,0
2015-08-03,0.44,0.56,-46.15912607404308,-36.408741285599476,0
2015-08-04,0.5166666666666667,0.48333333333333334,-36.6828199980083,-38.60887300307601,1
2015-08-05,0.40540540540540543,0.5945945945945946,-53.71939101021007,-36.13131783153481,0
2015-08-06,0.304635761589404,0.695364238410596,-63.63083177607791,-27.12996628320757,0
2015-08-07,0.37272727272727274,0.6272727272727273,-55.01765649404724,-32.029306058952784,0
2015-08-08,0.35064935064935066,0.6493506493506493,-62.6941910487809,-33.18721258713029,0
2015-08-09,0.417910447761194,0.582089552238806,-46.02874098566137,-32.4808129554565,0
2015-08-10,0.367816091954023,0.632183908045977,-59.07019283080737,-33.802672248658034,0
2015-08-11,0.34285714285714286,0.6571428571428571,-59.76762587870357,-30.424635142190127,0
2015-08-12,0.45588235294117646,0.5441176470588235,-38.6221114525987,-31.795897177390763,0
2015-08-13,0.410958904109589,0.589041095890411,-50.95229412950069,-34.86690233544054,0
2015-08-14,0.3894736842105263,0.6105263157894737,-59.04961136147493,-37.09816074109011,0
2015-08-15,0.5609756097560976,0.43902439024390244,-39.58575906334434,-50.97228951479638,1
2015-08-16,0.3442622950819672,0.6557377049180327,-55.999752109607165,-28.659595251364358,0
2015-08-17,0.5733333333333334,0.4266666666666667,-33.81814193519432,-45.42339060925705,1
2015-08-18,0.4857142857142857,0.5142857142857142,-38.551481909222524,-36.07604586668541,0
2015-08-19,0.39325842696629215,0.6067415730337079,-56.520544507028625,-36.22116458626544,0
2015-08-20,0.30097087378640774,0.6990291262135923,-76.01699036916582,-31.941400066872045,0
2015-08-21,0.47474747474747475,0.5252525252525253,-38.112106547354365,-34.16336008822321,0
2015-08-22,0.39344262295081966,0.6065573770491803,-40.47903691912765,-26.007840464371796,0
2015-08-23,0.43243243243243246,0.5675675675675675,-41.40566460472804,-31.427599667413194,0
2015-08-24,0.35064935064935066,0.6493506493506493,-55.72888191071489,-29.72097367466533,0
2015-08-25,0.3888888888888889,0.6111111111111112,-47.68128874086491,-29.95287080381095,0
2015-08-26,0.323943661971831,0.676056338028169,-57.11529933390027,-26.923311481778168,0
2015-08-27,0.3978494623655914,0.6021505376344086,-54.778114487195595,-35.69268031074337,0
2015-08-28,0.4044943820224719,0.5955056179775281,-55.19464175664353,-36.677991807485334,0
2015-08-29,0.47297297297297297,0.527027027027027,-34.60330793268288,-31.261587537539025,0
2015-08-30,0.3620689655172414,0.6379310344827587,-46.17469905397054,-25.618390468208748,0
2015-08-31,0.49056603773584906,0.5094339622641509,-37.876895197747885,-37.141340799331296,0
2015-09-01,0.4945054945054945,0.5054945054945055,-43.17038626556334,-42.24251751046637,0
2015-09-02,0.39215686274509803,0.6078431372549019,-58.837483130676176,-37.50333652027165,0
2015-09-03,0.3953488372093023,0.6046511627906976,-54.838787778007145,-35.5728657445751,0
2015-09-04,0.5087719298245614,0.49122807017543857,-45.25304403738976,-47.10334441695223,1
2015-09-05,0.37681159420289856,0.6231884057971014,-47.32381850231844,-28.413598641741295,0
2015-09-06,0.38,0.62,-59.89921286962202,-36.46340091547697,0
2015-09-07,0.3728813559322034,0.6271186440677966,-59.08134240841846,-34.377802726067024,0
2015-09-08,0.43137254901960786,0.5686274509803921,-48.29530754972038,-36.50020890943652,0
2015-09-09,0.4090909090909091,0.5909090909090909,-44.031672641182794,-29.730333300252788,0
2015-09-10,0.3409090909090909,0.6590909090909091,-54.10479681328137,-27.779781441857583,0
2015-09-11,0.4117647058823529,0.5882352941176471,-48.940270376701115,-33.713438706607896,0
2015-09-12,0.4915254237288136,0.5084745762711864,-42.560962982089,-41.112817350834355,0
2015-09-13,0.34545454545454546,0.6545454545454545,-57.79552509354403,-30.169209499897292,0
2015-09-14,0.42028985507246375,0.5797101449275363,-46.69945910563702,-33.10245302477895,0
2015-09-15,0.3972602739726027,0.6027397260273972,-62.53188581554748,-40.74029846495689,0
2015-09-16,0.3804347826086957,0.6195652173913043,-58.62365591300701,-35.62155760718284,0
2015-09-17,0.5,0.5,-38.23840277769792,-38.34173208775389,0
2015-09-18,0.5066666666666667,0.49333333333333335,-41.7844239656056,-42.95935371299196,1
2015-09-19,0.48,0.52,-42.269561766863504,-39.032946212816036,0
2015-09-20,0.4936708860759494,0.5063291139240507,-30.21893277623596,-29.86966158879207,0
2015-09-21,0.4166666666666667,0.5833333333333334,-45.51758997339528,-32.15569651054596,0
2015-09-22,0.4024390243902439,0.5975609756097561,-51.69916954894602,-34.106284085614845,0
2015-09-23,0.463768115942029,0.5362318840579711,-39.07735669091817,-33.495426289262554,0
2015-09-24,0.4153846153846154,0.5846153846153846,-43.69401135895436,-30.135599697592248,0
2015-09-25,0.4266666666666667,0.5733333333333334,-51.622593361304524,-37.79871817356815,0
2015-09-26,0.38095238095238093,0.6190476190476191,-50.84175428662106,-31.122683992736064,0
2015-09-27,0.4430379746835443,0.5569620253164557,-45.79819712685431,-36.23395780097147,0
2015-09-28,0.5131578947368421,0.4868421052631579,-38.865610333821564,-40.71414260850899,1
2015-09-29,0.44715447154471544,0.5528455284552846,-46.74884027590147,-37.770010131019205,0
2015-09-30,0.40998217468805703,0.5900178253119429,-46.862733823507355,-32.23190002028041,0
2015-10-01,0.42857142857142855,0.5714285714285714,-45.10226273474911,-33.50258733482472,0
2015-10-02,0.3373493975903614,0.6626506024096386,-58.77512659841903,-29.15471995328954,0
2015-10-03,0.4431818181818182,0.5568181818181818,-45.24283693378182,-35.43455911194293,0
2015-10-04,0.4,0.6,-51.417016413641235,-33.79456959293189,0
2015-10-05,0.4383561643835616,0.5616438356164384,-45.03531109144198,-34.77977677204544,0
2015-10-06,0.4392523364485981,0.5607476635514018,-47.60284092385756,-37.11537149537924,0
2015-10-07,0.4787234042553192,0.5212765957446809,-45.58241745209416,-41.90988957498529,0
2015-10-08,0.4225352112676056,0.5774647887323944,-49.887598997362,-35.877419840319014,0
2015-10-09,0.2524271844660194,0.7475728155339806,-79.04683833092226,-25.870910171146523,0
2015-10-10,0.42857142857142855,0.5714285714285714,-53.50625783483849,-39.650099291411664,0
2015-10-11,0.421875,0.578125,-52.89760243698526,-37.85485077017931,0
2015-10-12,0.34831460674157305,0.651685393258427,-54.63836577317432,-28.942400838943374,0
2015-10-13,0.41379310344827586,0.5862068965517241,-53.486861562950544,-37.45930380277129,0
2015-10-14,0.4117647058823529,0.5882352941176471,-52.00592148482853,-35.89890669839694,0
2015-10-15,0.30656934306569344,0.6934306569343066,-69.73400993777916,-30.372998771651535,0
2015-10-16,0.4215686274509804,0.5784313725490197,-47.127232115889996,-34.19159648622253,0
2015-10-17,0.35185185185185186,0.6481481481481481,-51.449768003891606,-27.694586542851606,0
2015-10-18,0.40789473684210525,0.5921052631578947,-50.71200028692083,-34.7006329188177,0
2015-10-19,0.4305555555555556,0.5694444444444444,-53.11703968555477,-39.973160137589815,0
2015-10-20,0.35714285714285715,0.6428571428571429,-60.573541375123774,-33.21622990873249,0
2015-10-21,0.46853146853146854,0.5314685314685315,-40.37436820911475,-35.139967587743605,0
2015-10-22,0.4090909090909091,0.5909090909090909,-51.38134371139762,-35.020955237598905,0
2015-10-23,0.37333333333333335,0.6266666666666667,-53.41159651779411,-30.84027124053603,0
2015-10-24,0.34285714285714286,0.6571428571428571,-57.63202913162895,-29.47014358881352,0
2015-10-25,0.2982456140350877,0.7017543859649122,-62.55302518411648,-25.90339753171129,0
2015-10-26,0.391304347826087,0.6086956521739131,-52.768662247989056,-33.16154878696788,0
2015-10-27,0.49230769230769234,0.5076923076923077,-50.53096953663484,-48.548069616526675,0
2015-10-28,0.4305555555555556,0.5694444444444444,-50.77508033635516,-37.99552875735552,0
2015-10-29,0.44871794871794873,0.5512820512820513,-46.15348165032309,-37.11318519160321,0
2015-10-30,0.4864864864864865,0.5135135135135135,-44.100660783995686,-42.14061287260778,0
2015-10-31,0.5,0.5,-33.16774496789218,-33.60005273421792,0
2015-11-01,0.4883720930232558,0.5116279069767442,-43.766843891685,-41.60080460750211,0
2015-11-02,0.5769230769230769,0.4230769230769231,-31.805283983956443,-42.977874486946966,1
2015-11-03,0.3770491803278688,0.6229508196721312,-54.50973469768853,-32.3300631068823,0
2015-11-04,0.449438202247191,0.550561797752809,-47.0930757701049,-38.224822064980465,0
2015-11-05,0.5057471264367817,0.4942528735632184,-38.89050181113532,-39.45007115188945,1
2015-11-06,0.390625,0.609375,-44.32493496315201,-28.116240108192034,0
2015-11-07,0.48,0.52,-38.08490449190884,-35.22536041076247,0
2015-11-08,0.4444444444444444,0.5555555555555556,-44.903665134991634,-35.89420177996822,0
2015-11-09,0.5084745762711864,0.4915254237288136,-39.90306176429012,-41.33466827634799,1
2015-11-10,0.48936170212765956,0.5106382978723404,-38.432830755581975,-36.864420152841355,0
2015-11-11,0.43283582089552236,0.5671641791044776,-45.822490206236395,-34.58509683292422,0
2015-11-12,0.3877551020408163,0.6122448979591837,-44.414583967348165,-27.93894597034854,0
2015-11-13,0.39655172413793105,0.603448275862069,-45.38435105936522,-29.03743833242062,0
2015-11-14,0.5116279069767442,0.4883720930232558,-40.61845702944367,-42.93172378902849,1
2015-11-15,0.39215686274509803,0.6078431372549019,-44.940676817400906,-28.112236040134487,0
2015-11-16,0.40540540540540543,0.5945945945945946,-44.21483862309401,-29.894276533456697,0
2015-11-17,0.3695652173913043,0.6304347826086957,-60.02380949911851,-34.47252607269102,0
2015-11-18,0.5178571428571429,0.48214285714285715,-40.03173076034856,-42.655987825271055,1
2015-11-19,0.42,0.58,-47.89980074430251,-34.270309721652445,0
2015-11-20,0.3488372093023256,0.6511627906976745,-64.72468622700376,-33.78972333426892,0
2015-11-21,0.3125,0.6875,-63.70732379243593,-28.205007419785467,0
2015-11-22,0.36363636363636365,0.6363636363636364,-52.742723034210336,-29.481283890144155,0
2015-11-23,0.3333333333333333,0.6666666666666666,-58.526241662664575,-28.957930815095793,0
2015-11-24,0.4418604651162791,0.5581395348837209,-45.485369105779135,-35.71038701750728,0
2015-11-25,0.40425531914893614,0.5957446808510638,-50.38408952230288,-33.142034173319196,0
2015-11-26,0.2222222222222222,0.7777777777777778,-93.47625840750345,-25.95837015012256,0
2015-11-27,0.3404255319148936,0.6595744680851063,-59.03642944562818,-29.799206487435935,0
2015-11-28,0.3953488372093023,0.6046511627906976,-52.60798371171249,-33.46523708556739,0
2015-11-29,0.2926829268292683,0.7073170731707317,-66.21750713734322,-26.705487479644503,0
2015-11-30,0.4444444444444444,0.5555555555555556,-40.254222629978436,-31.515218718943512,0
2015-12-01,0.48148148148148145,0.5185185185185185,-38.6359493613367,-35.46958814151471,0
2015-12-02,0.4878048780487805,0.5121951219512195,-41.71694309637997,-39.818671612679566,0
2015-12-03,0.3333333333333333,0.6666666666666666,-67.53660856900889,-32.80261622397613,0
2015-12-04,0.4634146341463415,0.5365853658536586,-48.74547158652871,-42.82518591552059,0
2015-12-05,0.525,0.475,-38.714317571906534,-42.46214513226286,1
2015-12-06,0.2608695652173913,0.7391304347826086,-74.38001339279383,-25.57398452401116,0
2015-12-07,0.525,0.475,-37.6218001034121,-41.9673567467894,1
2015-12-08,0.45161290322580644,0.5483870967741935,-45.80550533130207,-37.64115984698389,0
2015-12-09,0.4375,0.5625,-41.33245262333895,-31.974710800591303,0
2015-12-10,0.41935483870967744,0.5806451612903226,-38.7422211193455,-27.609513633410998,0
2015-12-11,0.5384615384615384,0.46153846153846156,-39.53634265087243,-45.698056581925705,1
2015-12-12,0.38461538461538464,0.6153846153846154,-53.412271034358525,-32.60341721263268,0
2015-12-13,0.32432432432432434,0.6756756756756757,-69.20456839477838,-32.44047490409573,0
2015-12-14,0.3469387755102041,0.6530612244897959,-51.02105566100826,-26.860265456735,0
2015-12-15,0.30434782608695654,0.6956521739130435,-59.62937577777767,-25.345659488302818,0
2015-12-16,0.3333333333333333,0.6666666666666666,-58.78155192807258,-28.67024770848079,0
2015-12-17,0.5131578947368421,0.4868421052631579,-42.07578694472479,-44.12189974762548,1
2015-12-18,0.46153846153846156,0.5384615384615384,-37.420757404455706,-32.00132771156073,0
2015-12-19,0.3953488372093023,0.6046511627906976,-40.6050691390266,-26.219475488352753,0
2015-12-20,0.36363636363636365,0.6363636363636364,-55.507425113757165,-31.389338049427693,0
2015-12-21,0.5,0.5,-32.89996879816383,-33.05181663640384,0
2015-12-22,0.391304347826087,0.6086956521739131,-55.18967280815327,-34.92265331154868,0
2015-12-23,0.36538461538461536,0.6346153846153846,-44.213141170427384,-25.396077117238452,0
2015-12-24,0.375,0.625,-49.61184683448169,-29.197447862799777,0
2015-12-25,0.5476190476190477,0.4523809523809524,-27.253747197885495,-32.881280151936224,1
2015-12-26,0.5897435897435898,0.41025641025641024,-34.02121984469216,-48.539005758991706,1
2015-12-27,0.5081967213114754,0.4918032786885246,-30.116392433495076,-31.66252994291295,1
2015-12-28,0.3253012048192771,0.6746987951807228,-51.552081472395464,-24.67872180148934,0
2015-12-29,0.40540540540540543,0.5945945945945946,-49.53936626474843,-33.59151160404317,0
2015-12-30,0.3404255319148936,0.6595744680851063,-62.793206354484965,-31.82247745634986,0
2015-12-31,0.453125,0.546875,-44.80326287313315,-36.81692179965654,0
2016-01-01,0.4186046511627907,0.5813953488372093,-44.18265656092394,-31.587797064191655,0
2016-01-02,0.32432432432432434,0.6756756756756757,-54.74824122887845,-25.956245227052914,0
2016-01-03,0.40298507462686567,0.5970149253731343,-45.602435671689726,-30.386252199980493,0
2016-01-04,0.33783783783783783,0.6621621621621622,-51.32293528368074,-25.856903715150167,0
2016-01-05,0.38144329896907214,0.6185567010309279,-53.296263228494105,-32.43789676814067,0
2016-01-06,0.3728813559322034,0.6271186440677966,-57.89036201202368,-34.33541320926673,0
2016-01-07,0.46153846153846156,0.5384615384615384,-38.99950568989282,-33.29616197184934,0
2016-01-08,0.34146341463414637,0.6585365853658537,-63.57931337411357,-32.8270385294879,0
2016-01-09,0.4186046511627907,0.5813953488372093,-45.30818674764128,-32.26379262162856,0
2016-01-10,0.3118279569892473,0.6881720430107527,-65.28507678448642,-28.540839378924098,0
2016-01-11,0.37606837606837606,0.6239316239316239,-54.39895489987157,-32.28937327397879,0
2016-01-12,0.36,0.64,-53.08270740379489,-29.350866127565382,0
2016-01-13,0.3829787234042553,0.6170212765957447,-49.08776389408008,-29.707483344684828,0
2016-01-14,0.3409090909090909,0.6590909090909091,-59.85939465023704,-30.223381069560887,0
2016-01-15,0.4142857142857143,0.5857142857142857,-40.617091836401634,-28.363253367004024,0
2016-01-16,0.2972972972972973,0.7027027027027027,-73.84597483986623,-30.486934398091194,0
2016-01-17,0.3673469387755102,0.6326530612244898,-58.21568306086119,-33.20413754392424,0
2016-01-18,0.4117647058823529,0.5882352941176471,-46.206347522756296,-32.30586824056716,0
2016-01-19,0.3220338983050847,0.6779661016949152,-65.446218663521,-30.525734309736144,0
2016-01-20,0.4576271186440678,0.5423728813559322,-45.997587200570976,-38.35143245177369,0
2016-01-21,0.38461538461538464,0.6153846153846154,-52.91848020072386,-32.189219754414395,0
2016-01-22,0.4230769230769231,0.5769230769230769,-46.76990686803429,-33.99957935572222,0
2016-01-23,0.3548387096774194,0.6451612903225806,-50.550640480431,-26.47677440877958,0
2016-02-09,0.28,0.72,-85.61589054547655,-32.289177826322565,0
2016-02-10,0.42201834862385323,0.5779816513761468,-51.03324026349944,-36.77332724895829,0
2016-02-11,0.4166666666666667,0.5833333333333334,-53.91865084055221,-37.95029738589897,0
2016-02-12,0.2777777777777778,0.7222222222222222,-66.26014113646093,-24.92216834956343,0
2016-02-13,0.358974358974359,0.6410256410256411,-54.43343664657402,-29.895592378391097,0
2016-02-14,0.38181818181818183,0.6181818181818182,-48.13503259308554,-29.93542657037213,0
2016-02-15,0.515625,0.484375,-42.102058473465874,-45.07794248384861,1
2016-02-16,0.47368421052631576,0.5263157894736842,-43.02333604183363,-38.32221967581463,0
2016-02-17,0.4175824175824176,0.5824175824175825,-46.06471428600891,-32.4439871848783,0
2016-02-18,0.36363636363636365,0.6363636363636364,-62.239193167801076,-35.03794718302749,0
2016-02-19,0.4024390243902439,0.5975609756097561,-49.00243636650094,-32.54634901506715,0
2016-02-20,0.5,0.5,-39.158594413156365,-38.838873304684185,0
2016-02-21,0.49056603773584906,0.5094339622641509,-37.87306792544925,-36.39503310976041,0
2016-02-22,0.5263157894736842,0.47368421052631576,-48.60878115344072,-53.06258183151741,1
2016-02-23,0.49295774647887325,0.5070422535211268,-48.144136979103656,-46.98368145439056,0
2016-02-24,0.47619047619047616,0.5238095238095238,-44.17005786586445,-40.16176916924624,0
2016-02-25,0.3835616438356164,0.6164383561643836,-58.84967150375095,-36.024430227371894,0
2016-02-26,0.45714285714285713,0.5428571428571428,-57.493264846764674,-48.03521972762323,0
2016-02-29,0.2857142857142857,0.7142857142857143,-74.29818303142922,-28.619784105331163,0
2016-03-01,0.47058823529411764,0.5294117647058824,-46.21238893673991,-40.63632615401358,0
2016-03-02,0.453125,0.546875,-35.18425458061658,-29.596227037771104,0
2016-03-03,0.41975308641975306,0.5802469135802469,-42.03278760676883,-30.275423658832153,0
2016-03-04,0.4523809523809524,0.5476190476190477,-55.256106797072405,-44.84778645349325,0
2016-03-05,0.4838709677419355,0.5161290322580645,-43.004706740490775,-40.439826012522246,0
2016-03-06,0.3382352941176471,0.6617647058823529,-64.84776976125723,-32.513870807000565,0
2016-03-07,0.30612244897959184,0.6938775510204082,-63.27411465078316,-26.995306573524903,0
2016-03-08,0.34285714285714286,0.6571428571428571,-53.75542761900595,-27.65794224219996,0
2016-03-09,0.43902439024390244,0.5609756097560976,-50.85362181839165,-39.38975741880561,0
2016-03-10,0.4444444444444444,0.5555555555555556,-50.64641811502872,-40.45283158322727,0
2016-03-11,0.43529411764705883,0.5647058823529412,-49.548175661351245,-37.7109750392352,0
2016-03-12,0.4126984126984127,0.5873015873015873,-48.309392507287995,-33.34283159736945,0
2016-03-13,0.4444444444444444,0.5555555555555556,-35.46305914223202,-28.688071543993328,0
2016-03-14,0.288135593220339,0.711864406779661,-60.19340105658868,-23.51076440733579,0
2016-03-15,0.32142857142857145,0.6785714285714286,-58.39938254879026,-26.963360053049747,0
2016-03-16,0.43820224719101125,0.5617977528089888,-42.84295994864436,-33.0769417978909,0
2016-03-17,0.43137254901960786,0.5686274509803921,-44.33979595840335,-33.21423541129256,0
2016-03-18,0.35,0.65,-54.83921268128012,-28.82660049770536,0
2016-03-19,0.3148148148148148,0.6851851851851852,-58.496065788909,-26.375737055242688,0
2016-03-20,0.4111111111111111,0.5888888888888889,-51.11959871455509,-34.98286879537464,0
2016-03-21,0.3711340206185567,0.6288659793814433,-51.888915392168656,-29.889095846026567,0
2016-03-22,0.42857142857142855,0.5714285714285714,-45.472298161875685,-33.937163692689325,0
2016-03-23,0.44,0.56,-44.591322315291755,-34.83170990554269,0
2016-03-24,0.3707865168539326,0.6292134831460674,-60.96577994856569,-35.18979094905611,0
2016-03-25,0.39759036144578314,0.6024096385542169,-45.36022809358752,-29.482610890641936,0
2016-03-26,0.5166666666666667,0.48333333333333334,-38.2713956758666,-40.8701575832549,1
2016-03-27,0.4583333333333333,0.5416666666666666,-41.69180578946366,-34.86719005528563,0
